mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
89	88	2789/8	1.375	17/32	17/32	4/4	4	1	V65/IV	Db	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
89	88	350	0.5	7/8	7/8	4/4	4	1	IV	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	89	701/2	0.5	0	0	4/4	4	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	351	0.5	1/8	1/8	4/4	4	1	vi	Db	I		vi	vi							m	0	0	3, 0, 4		3	3
90	89	703/2	0.25	1/4	1/4	4/4	4	1	V6	Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
90	89	1407/4	0.25	5/16	5/16	4/4	4	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
90	89	352	0.25	3/8	3/8	4/4	4	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
90	89	1409/4	0.25	7/16	7/16	4/4	4	1	V65/V	Db	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
90	89	705/2	0.5	1/2	1/2	4/4	4	1	V(64)	Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
90	89	353	0.5	5/8	5/8	4/4	4	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	707/2	1.0	3/4	3/4	4/4	4	1	I\\	Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
